City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Oistins,BB,2021-08-03 15:43:20,13.0667,-59.5333,87.89,62,75,14.97
290,Ouro Preto Do Oeste,BR,2021-08-03 15:44:28,-10.7481,-62.2158,94.03,20,4,7.54
291,Kambam,ID,2021-08-03 15:44:28,5.2505,96.8629,80.26,79,28,8.95
292,Provideniya,RU,2021-08-03 15:44:28,64.3833,-173.3,48.51,98,100,10.18
293,Mitsamiouli,KM,2021-08-03 15:44:29,-11.3847,43.2844,76.23,68,3,12.88
294,Isilkul,RU,2021-08-03 15:44:29,54.9109,71.2728,61.97,91,82,4.45
295,San Jose,US,2021-08-03 15:41:05,37.3394,-121.895,69.73,77,90,4.61
296,Khatanga,RU,2021-08-03 15:41:05,71.9667,102.5,68.5,54,100,12.77
297,Diego De Almagro,CL,2021-08-03 15:44:30,-26.3667,-70.05,73.98,21,1,6.46
298,Abha,SA,2021-08-03 15:44:30,18.2164,42.5053,71.85,49,40,6.91
299,Alyangula,AU,2021-08-03 15:44:30,-13.8483,136.4192,67.87,100,93,0.0
300,Faanui,PF,2021-08-03 15:44:30,-16.4833,-151.75,78.44,76,56,10.36
301,Fort Nelson,CA,2021-08-03 15:44:31,58.8053,-122.7002,63.99,82,1,3.44
302,Kavaratti,IN,2021-08-03 15:44:31,10.5669,72.642,82.0,79,89,13.44
303,Yulara,AU,2021-08-03 15:44:32,-25.2406,130.9889,48.04,46,0,5.75
304,Benicarlo,ES,2021-08-03 15:44:33,40.4165,0.4271,86.25,56,83,14.0
305,Tura,IN,2021-08-03 15:44:33,25.5198,90.2201,76.28,95,100,3.76
306,Berlevag,NO,2021-08-03 15:41:44,70.8578,29.0864,50.0,84,100,11.7
307,Half Moon Bay,US,2021-08-03 15:44:28,37.4636,-122.4286,67.57,86,90,0.0
308,Olafsvik,IS,2021-08-03 15:44:34,64.8945,-23.7142,54.73,79,96,6.38
309,Predivinsk,RU,2021-08-03 15:44:34,57.0669,93.4378,62.11,88,63,2.57
310,Bathsheba,BB,2021-08-03 15:40:49,13.2167,-59.5167,88.41,62,75,14.97
311,Svetlaya,RU,2021-08-03 15:44:34,46.5389,138.3297,63.32,95,57,6.04
312,Lasa,IT,2021-08-03 15:44:35,46.6166,10.7002,65.14,78,100,2.55
313,Awjilah,LY,2021-08-03 15:44:35,29.1081,21.2869,108.66,9,0,15.5
314,Constitucion,CL,2021-08-03 15:44:35,-35.3333,-72.4167,60.24,56,34,1.12
315,Havelock,US,2021-08-03 15:40:39,34.8791,-76.9013,80.98,87,75,1.99
316,Saldanha,ZA,2021-08-03 15:44:36,-33.0117,17.9442,62.65,90,0,8.3
317,Umm Kaddadah,SD,2021-08-03 15:44:36,13.6017,26.6876,93.94,32,94,8.55
318,Presidencia Roque Saenz Pena,AR,2021-08-03 15:44:37,-26.7852,-60.4388,69.58,25,100,5.01
319,Tripoli,LY,2021-08-03 15:44:37,32.8752,13.1875,95.67,43,0,19.91
320,Tuy Hoa,VN,2021-08-03 15:44:38,13.0833,109.3,85.48,63,100,14.63
321,Sidney,AU,2021-08-03 15:44:38,-33.8679,151.2073,51.58,63,0,11.01
322,Kiruna,SE,2021-08-03 15:41:04,67.8557,20.2251,56.32,44,0,11.5
323,Ambon,ID,2021-08-03 15:44:39,-3.6954,128.1814,77.14,94,40,4.61
324,Tarakan,ID,2021-08-03 15:44:39,3.3,117.6333,81.9,89,40,3.44
325,Leua,SK,2021-08-03 15:44:39,48.2156,18.6071,79.5,51,92,0.25
326,Mpika,ZM,2021-08-03 15:44:40,-11.8343,31.4529,63.41,37,13,8.46
327,Gwadar,PK,2021-08-03 15:44:25,25.1216,62.3254,81.07,83,16,14.45
328,Baryshivka,UA,2021-08-03 15:44:40,50.361,31.3217,78.06,45,93,8.55
329,Mardin,TR,2021-08-03 15:44:40,37.3131,40.7436,100.51,11,20,9.22
330,Santo Domingo,DO,2021-08-03 15:44:41,18.5001,-69.9886,87.48,75,40,4.0
331,Vuktyl,RU,2021-08-03 15:44:41,63.8567,57.3094,67.19,72,67,7.34
332,Shizukuishi,JP,2021-08-03 15:44:41,39.6833,140.9833,74.61,99,100,0.78
333,Kosa,RU,2021-08-03 15:44:42,59.9445,54.9977,68.68,92,66,7.9
334,Kulhudhuffushi,MV,2021-08-03 15:44:42,6.6221,73.07,82.99,73,90,9.17
335,Kharitonovo,RU,2021-08-03 15:44:42,61.4009,47.4978,70.99,66,46,8.88
336,Silvania,BR,2021-08-03 15:44:43,-16.6589,-48.6081,79.7,28,97,4.45
337,Ironton,US,2021-08-03 15:41:44,38.5368,-82.6829,79.09,67,1,0.0
338,Urengoy,RU,2021-08-03 15:44:43,65.9667,78.3667,62.89,83,100,9.33
339,Paamiut,GL,2021-08-03 15:44:43,61.994,-49.6678,46.18,89,100,9.37
340,Cortez,US,2021-08-03 15:44:44,37.3489,-108.5859,73.42,38,11,8.14
341,Sola,VU,2021-08-03 15:44:44,-13.8833,167.55,77.67,89,20,4.61
342,Hervey Bay,AU,2021-08-03 15:44:45,-25.2986,152.8535,68.11,88,96,1.01
343,Vanino,RU,2021-08-03 15:44:45,49.0869,140.2543,59.59,92,100,5.66
344,Cansancao,BR,2021-08-03 15:44:45,-10.6672,-39.4992,74.88,56,92,7.34
345,Noumea,NC,2021-08-03 15:39:57,-22.2763,166.4572,58.98,82,10,4.92
346,Tezu,IN,2021-08-03 15:44:46,27.9167,96.1667,78.78,89,69,3.91
347,Camacha,PT,2021-08-03 15:44:46,33.0833,-16.3333,72.36,64,75,14.97
348,Atambua,ID,2021-08-03 15:44:46,-9.1061,124.8925,69.89,86,48,5.17
349,Porto Novo,BJ,2021-08-03 15:42:49,6.4965,2.6036,84.02,72,90,11.54
350,Kawalu,ID,2021-08-03 15:44:47,-7.3817,108.2082,72.07,98,100,0.49
351,Buala,SB,2021-08-03 15:44:47,-8.145,159.5921,78.62,85,87,5.7
352,Petropavlovsk-Kamchatskiy,RU,2021-08-03 15:44:48,53.0452,158.6483,43.39,100,0,6.71
353,Shellbrook,CA,2021-08-03 15:44:48,53.2168,-106.4011,69.03,29,100,12.1
354,Skegness,GB,2021-08-03 15:44:49,53.1436,0.3363,72.18,64,13,9.86
355,Roma,US,2021-08-03 15:44:03,43.2128,-75.4557,76.89,53,1,4.61
356,Yining,CN,2021-08-03 15:44:49,29.0361,114.5636,78.64,87,96,3.2
357,Tailai,CN,2021-08-03 15:44:50,46.3833,123.4,62.89,96,100,7.25
358,Plettenberg Bay,ZA,2021-08-03 15:44:50,-34.0527,23.3716,60.66,62,0,4.85
359,Sao Raimundo Nonato,BR,2021-08-03 15:44:50,-9.0153,-42.6994,89.04,28,8,7.81
360,Iwaki,JP,2021-08-03 15:44:51,37.05,140.8833,81.77,93,74,8.3
361,Arroyo,ES,2021-08-03 15:44:51,41.6096,-4.7969,85.14,20,0,13.8
362,Porto Nacional,BR,2021-08-03 15:44:51,-10.7081,-48.4172,89.6,20,0,6.31
363,Naraini,IN,2021-08-03 15:44:52,25.1833,80.4833,79.68,80,42,11.39
364,Acapulco,MX,2021-08-03 15:42:38,16.8634,-99.8901,85.82,70,20,5.75
365,Ambilobe,MG,2021-08-03 15:44:52,-13.2,49.05,70.99,82,10,2.17
366,Severo-Yeniseyskiy,RU,2021-08-03 15:44:53,60.3725,93.0408,60.37,64,100,2.24
367,Malanville,BJ,2021-08-03 15:44:53,11.8685,3.3899,85.48,61,97,9.6
368,Nizwa,OM,2021-08-03 15:44:53,22.9333,57.5333,99.63,25,64,1.59
369,San Matias,BO,2021-08-03 15:44:54,-16.3667,-58.4,88.45,24,100,5.75
370,Gornozavodsk,RU,2021-08-03 15:44:54,58.3758,58.3211,65.37,92,80,1.99
371,Marsh Harbour,BS,2021-08-03 15:44:54,26.5412,-77.0636,81.43,74,100,10.42
372,Novyy Urgal,RU,2021-08-03 15:44:54,51.0736,132.5642,65.82,99,100,3.33
373,Carutapera,BR,2021-08-03 15:44:55,-1.195,-46.02,88.95,50,74,1.36
374,Sur,OM,2021-08-03 15:42:41,22.5667,59.5289,92.68,54,1,4.88
375,Makakilo City,US,2021-08-03 15:44:55,21.3469,-158.0858,73.72,77,90,5.75
376,Pacific Grove,US,2021-08-03 15:40:46,36.6177,-121.9166,65.16,92,90,4.0
377,Codajas,BR,2021-08-03 15:44:56,-3.8367,-62.0569,92.44,42,72,3.38
378,Shache,CN,2021-08-03 15:44:56,38.4167,77.2406,78.04,35,84,4.81
379,Tessalit,ML,2021-08-03 15:44:56,20.1986,1.0114,105.98,16,46,14.36
380,Taywarah,AF,2021-08-03 15:44:57,33.35,64.4167,66.0,19,67,9.91
381,Boca Do Acre,BR,2021-08-03 15:44:57,-8.7522,-67.3978,92.03,20,6,6.04
382,Christchurch,NZ,2021-08-03 15:42:13,-43.5333,172.6333,42.01,84,13,4.0
383,Ahvaz,IR,2021-08-03 15:44:57,31.3203,48.6693,109.35,13,0,4.61
384,Coahuayana,MX,2021-08-03 15:44:58,18.7333,-103.6833,88.72,60,75,0.25
385,Cairns,AU,2021-08-03 15:44:58,-16.9167,145.7667,67.95,90,40,8.05
386,Portland,US,2021-08-03 15:44:18,45.5234,-122.6762,74.35,66,75,1.99
387,Mompos,CO,2021-08-03 15:44:58,9.2419,-74.4267,85.1,68,91,5.46
388,Luderitz,NA,2021-08-03 15:44:59,-26.6481,15.1594,62.58,75,2,6.82
389,Le Port,RE,2021-08-03 15:44:59,-20.9373,55.2919,68.0,61,3,6.98
390,Ypsonas,CY,2021-08-03 15:44:59,34.6884,32.9574,99.5,58,0,9.22
391,Tual,ID,2021-08-03 15:40:49,-5.6667,132.75,81.0,77,81,18.23
392,Novovasylivka,UA,2021-08-03 15:45:00,46.8315,35.7536,71.8,75,80,14.0
393,Morondava,MG,2021-08-03 15:45:00,-20.2833,44.2833,73.83,66,0,17.07
394,Farafangana,MG,2021-08-03 15:45:01,-22.8167,47.8333,67.8,80,18,11.27
395,Port Augusta,AU,2021-08-03 15:45:01,-32.5,137.7667,45.72,89,7,3.09
396,Cabo San Lucas,MX,2021-08-03 15:43:11,22.8909,-109.9124,91.81,55,95,6.13
397,Sitka,US,2021-08-03 15:40:24,57.0531,-135.33,57.09,88,75,3.44
398,Sabang,ID,2021-08-03 15:45:05,5.8933,95.3214,83.43,76,85,22.15
399,Barlinek,PL,2021-08-03 15:45:05,52.9946,15.2186,72.36,52,86,5.5
400,Tiznit,MA,2021-08-03 15:45:06,29.5833,-9.5,77.36,50,0,10.07
401,Richards Bay,ZA,2021-08-03 15:45:06,-28.783,32.0377,67.12,72,1,18.7
402,Harqalah,TN,2021-08-03 15:45:07,36.0303,10.509,106.39,66,0,12.66
403,Lompoc,US,2021-08-03 15:40:43,34.6391,-120.4579,64.08,97,90,4.61
404,Waingapu,ID,2021-08-03 15:45:07,-9.6567,120.2641,75.34,85,70,7.96
405,Nyurba,RU,2021-08-03 15:40:55,63.2842,118.3319,61.65,74,47,2.8
406,Cockburn Town,TC,2021-08-03 15:45:08,21.4612,-71.1419,82.18,75,69,19.28
407,Sao Desiderio,BR,2021-08-03 15:45:08,-12.3633,-44.9733,90.59,19,4,5.97
408,Grants,US,2021-08-03 15:45:08,35.1473,-107.8514,66.43,63,1,3.44
409,Sakakah,SA,2021-08-03 15:45:09,29.9697,40.2064,105.37,10,1,3.58
410,Ponferrada,ES,2021-08-03 15:45:09,42.5466,-6.5962,76.82,45,100,11.01
411,Gravdal,NO,2021-08-03 15:45:09,68.1214,13.5031,53.49,76,75,9.22
412,Wilkie,CA,2021-08-03 15:43:30,52.4168,-108.7014,66.58,60,100,7.29
413,Nurota,UZ,2021-08-03 15:45:10,40.5614,65.6886,91.49,16,11,9.71
414,Herat,AF,2021-08-03 15:41:53,34.5,62.0,84.18,10,0,17.72
415,Iralaya,HN,2021-08-03 15:45:10,15.0,-83.2333,77.09,81,100,15.75
416,Akureyri,IS,2021-08-03 15:45:12,65.6835,-18.0878,58.93,72,40,12.66
417,Urumqi,CN,2021-08-03 15:42:47,43.801,87.6005,79.75,23,0,4.47
418,San Policarpo,PH,2021-08-03 15:45:12,12.1791,125.5072,83.59,70,100,9.62
419,Bardiyah,LY,2021-08-03 15:45:12,31.7561,25.0865,89.47,48,0,15.75
420,Zurrieq,MT,2021-08-03 15:45:13,35.8311,14.4742,90.91,46,0,8.05
421,Jalu,LY,2021-08-03 15:45:13,29.0331,21.5482,108.7,9,0,17.05
422,Belmonte,BR,2021-08-03 15:45:13,-15.8631,-38.8828,75.7,76,99,6.33
423,George,ZA,2021-08-03 15:45:14,-33.963,22.4617,65.75,55,0,6.91
424,Anadyr,RU,2021-08-03 15:45:14,64.75,177.4833,45.1,100,90,17.0
425,Ouegoa,NC,2021-08-03 15:45:14,-20.35,164.4333,65.57,78,18,8.55
426,Trapani,IT,2021-08-03 15:45:15,37.8333,12.6667,98.69,23,0,6.91
427,Port-Cartier,CA,2021-08-03 15:45:15,50.0334,-66.8654,59.94,64,96,11.25
428,Clevelandia,BR,2021-08-03 15:45:15,-26.3958,-52.4708,65.89,37,0,2.71
429,Namatanai,PG,2021-08-03 15:45:16,-3.6667,152.4333,78.62,84,10,4.56
430,Togur,RU,2021-08-03 15:45:16,58.3631,82.8265,59.05,88,69,2.77
431,Santiago,CL,2021-08-03 15:43:28,-33.4569,-70.6483,79.29,27,0,0.0
432,Rio Grande,BR,2021-08-03 15:43:03,-32.035,-52.0986,55.51,75,97,3.6
433,Camocim,BR,2021-08-03 15:45:17,-2.9022,-40.8411,90.14,45,42,7.29
434,Jieshi,CN,2021-08-03 15:40:47,22.8134,115.8257,83.95,87,98,3.98
435,Mouila,GA,2021-08-03 15:45:17,-1.8685,11.0559,93.38,33,56,2.86
436,Beian,NO,2021-08-03 15:45:17,63.6559,9.5683,61.56,58,40,9.22
437,Markova,UA,2021-08-03 15:45:18,48.6758,24.4138,71.19,80,67,1.36
438,Charlestown,AU,2021-08-03 15:45:18,-32.95,151.6667,53.94,68,9,1.99
439,Lagoa Formosa,BR,2021-08-03 15:45:18,-18.7786,-46.4075,80.02,29,79,3.8
440,Leh,IN,2021-08-03 15:45:19,34.1667,77.5833,69.73,25,12,6.42
441,Kalas,IN,2021-08-03 15:45:19,18.1667,74.8,77.74,71,100,14.5
442,Ambanja,MG,2021-08-03 15:45:19,-13.6833,48.45,76.93,86,9,2.68
443,Muros,ES,2021-08-03 15:45:20,42.7762,-9.0603,76.15,91,99,3.31
444,Mecca,SA,2021-08-03 15:44:10,21.4267,39.8261,93.42,39,75,3.15
445,Adrar,MR,2021-08-03 15:45:20,20.5022,-10.0711,103.12,20,78,7.23
446,Iqaluit,CA,2021-08-03 15:40:32,63.7506,-68.5145,42.53,100,90,8.99
447,Mogadishu,SO,2021-08-03 15:45:21,2.0371,45.3438,76.62,85,100,16.73
448,Chato,TZ,2021-08-03 15:45:21,-2.6378,31.7669,74.23,55,96,5.39
449,Nicoya,CR,2021-08-03 15:45:22,10.1483,-85.452,74.75,72,100,0.27
450,Erenhot,CN,2021-08-03 15:45:22,43.6475,111.9767,74.73,32,28,13.62
451,Murmino,RU,2021-08-03 15:45:22,54.6036,40.0544,70.0,63,98,4.43
452,Paragominas,BR,2021-08-03 15:45:23,-2.9667,-47.4833,90.12,35,72,0.51
453,Oum Hadjer,TD,2021-08-03 15:45:23,13.2954,19.6966,90.0,44,52,2.13
454,Pasighat,IN,2021-08-03 15:45:24,28.0667,95.3333,81.64,82,85,3.0
455,Wajima,JP,2021-08-03 15:45:24,37.4,136.9,82.15,82,67,1.3
456,Petatlan,MX,2021-08-03 15:45:24,17.5167,-101.2667,87.49,63,82,1.86
457,Kassala,SD,2021-08-03 15:45:25,15.451,36.4,83.34,60,99,13.49
458,Vardo,NO,2021-08-03 15:45:25,70.3705,31.1107,52.0,87,0,19.57
459,Nouadhibou,MR,2021-08-03 15:45:25,20.931,-17.0347,78.78,65,0,13.8
460,Kamenka,RU,2021-08-03 15:45:26,51.3223,42.7678,75.2,56,72,7.92
461,Ballina,AU,2021-08-03 15:45:27,-28.8667,153.5667,59.04,67,24,10.36
462,Beloha,MG,2021-08-03 15:45:27,-25.1667,45.05,63.77,68,95,12.1
463,Say,NE,2021-08-03 15:45:28,13.1007,2.3689,97.36,32,48,4.25
464,Fukue,JP,2021-08-03 15:45:28,32.6881,128.8419,81.41,79,99,3.29
465,Madison Heights,US,2021-08-03 15:43:24,42.4859,-83.1052,78.19,53,40,5.75
466,Stornoway,GB,2021-08-03 15:45:28,58.2093,-6.3865,62.56,72,75,12.66
467,Carlos Chagas,BR,2021-08-03 15:45:29,-17.7031,-40.7664,80.91,36,3,5.57
468,Kirakira,SB,2021-08-03 15:45:29,-10.4544,161.9205,73.8,79,82,7.18
469,Fez,MA,2021-08-03 15:45:30,34.0372,-4.9998,93.45,24,0,9.22
470,Irece,BR,2021-08-03 15:45:30,-11.3042,-41.8558,81.41,28,7,8.63
471,Atherton,GB,2021-08-03 15:45:30,53.5237,-2.4935,74.28,50,12,8.25
472,Tchollire,CM,2021-08-03 15:45:31,8.4022,14.1698,79.02,84,94,2.59
473,Sioux Lookout,CA,2021-08-03 15:45:31,50.1001,-91.917,71.98,77,90,3.44
474,Peachland,CA,2021-08-03 15:42:54,49.7665,-119.7357,72.79,22,0,1.95
475,Chimbote,PE,2021-08-03 15:44:58,-9.0853,-78.5783,68.76,72,50,6.42
476,Ekibastuz,KZ,2021-08-03 15:45:32,51.6667,75.3667,72.57,42,42,7.07
477,Madras,IN,2021-08-03 15:44:39,13.0878,80.2785,87.78,74,40,6.91
478,Boguchany,RU,2021-08-03 15:41:23,58.3814,97.4531,66.54,69,100,1.28
479,Fare,PF,2021-08-03 15:45:32,-16.7,-151.0167,78.53,75,40,10.4
480,Tarnogskiy Gorodok,RU,2021-08-03 15:45:33,60.4997,43.5761,66.65,71,100,3.76
481,Ust-Tsilma,RU,2021-08-03 15:45:33,65.441,52.1498,71.2,62,99,7.52
482,Mahon,ES,2021-08-03 15:45:33,39.8885,4.2658,82.96,47,0,13.8
483,Verkh-Usugli,RU,2021-08-03 15:45:34,52.7,115.1667,55.54,95,73,2.01
484,Bose,IT,2021-08-03 15:45:34,45.4612,8.0137,76.08,77,81,1.88
485,Mackenzie,CA,2021-08-03 15:45:34,55.2999,-123.1698,61.02,88,1,6.91
486,Lichinga,MZ,2021-08-03 15:45:35,-13.3128,35.2406,68.09,45,20,10.36
487,Opuwo,NA,2021-08-03 15:45:35,-18.0607,13.84,80.06,16,0,12.62
488,Safranbolu,TR,2021-08-03 15:45:36,41.2508,32.6942,80.33,31,0,5.95
489,Casablanca,MA,2021-08-03 15:41:51,33.5928,-7.6192,82.62,65,20,13.0
490,Caravelas,BR,2021-08-03 15:42:09,-17.7125,-39.2481,72.12,74,93,5.12
491,Mizan Teferi,ET,2021-08-03 15:45:36,6.9833,35.5833,62.49,95,97,2.21
492,Uvelskiy,RU,2021-08-03 15:45:36,54.4446,61.3574,70.02,66,100,6.53
493,Haimen,CN,2021-08-03 15:45:37,23.1935,116.6142,82.29,91,70,2.89
494,Oktyabrskiy,RU,2021-08-03 15:45:37,54.4815,53.471,82.49,31,51,1.88
495,Bonavista,CA,2021-08-03 15:42:04,48.6499,-53.1147,70.12,69,22,12.8
496,Upington,ZA,2021-08-03 15:45:37,-28.4478,21.2561,80.98,11,0,9.22
497,Blackwater,AU,2021-08-03 15:45:38,-23.5833,148.8833,60.28,54,49,12.86
498,Gannan,CN,2021-08-03 15:45:38,47.9147,123.5031,62.4,97,100,8.52
499,Avera,US,2021-08-03 15:45:38,33.194,-82.5271,78.67,76,100,11.34
500,Qaqortoq,GL,2021-08-03 15:45:39,60.7167,-46.0333,54.1,96,100,3.31
501,Mogilno,PL,2021-08-03 15:45:39,52.6581,17.9558,73.2,52,98,1.77
502,Barth,DE,2021-08-03 15:45:39,54.3635,12.7249,69.06,56,64,8.28
503,Okhotsk,RU,2021-08-03 15:45:40,59.3833,143.3,50.94,80,42,5.86
504,Arona,ES,2021-08-03 15:45:40,28.0996,-16.681,73.92,61,40,23.02
505,Yumen,CN,2021-08-03 15:45:41,40.2833,97.2,76.87,13,61,7.85
506,Inhapim,BR,2021-08-03 15:45:41,-19.5492,-42.12,70.39,39,31,3.94
507,Port Macquarie,AU,2021-08-03 15:41:05,-31.4333,152.9167,57.16,51,0,11.41
508,Labytnangi,RU,2021-08-03 15:45:42,66.6572,66.4183,62.98,72,22,7.0
509,Srednekolymsk,RU,2021-08-03 15:45:42,67.45,153.6833,36.46,73,92,11.59
510,Wamba,NG,2021-08-03 15:45:43,8.9333,8.6,79.97,80,91,3.53
511,Iracoubo,GF,2021-08-03 15:45:43,5.4802,-53.2011,84.92,61,20,5.91
512,Zambezi,ZM,2021-08-03 15:42:25,-13.5432,23.1047,76.35,22,3,2.57
513,Ugep,NG,2021-08-03 15:45:44,5.8086,8.0812,79.29,83,100,4.63
514,Yeppoon,AU,2021-08-03 15:45:44,-23.1333,150.7333,67.78,83,64,5.5
515,Agadir,MA,2021-08-03 15:45:44,30.4202,-9.5982,79.25,59,12,7.31
516,Athy,IE,2021-08-03 15:45:45,52.9914,-6.9803,67.1,75,100,7.87
517,Nampula,MZ,2021-08-03 15:44:56,-15.1165,39.2666,67.12,42,10,4.94
518,Brae,GB,2021-08-03 15:45:45,60.3964,-1.353,57.11,74,70,8.5
519,Bandarbeyla,SO,2021-08-03 15:45:45,9.4942,50.8122,77.65,80,34,31.34
520,Savinka,RU,2021-08-03 15:45:46,50.0785,47.0994,94.57,12,45,9.42
521,Scottsboro,US,2021-08-03 15:41:06,34.6723,-86.0341,83.88,65,1,8.05
522,Portobelo,PA,2021-08-03 15:45:46,9.55,-79.65,86.86,71,100,1.05
523,Yuryevets,RU,2021-08-03 15:45:47,57.3201,43.1041,70.56,61,90,7.34
524,Njeru,UG,2021-08-03 15:45:47,0.4186,33.1731,71.42,60,88,6.46
525,Vallenar,CL,2021-08-03 15:45:48,-28.5708,-70.7581,74.07,31,0,2.95
526,Gamba,GA,2021-08-03 15:45:48,-2.65,10.0,77.34,78,71,10.8
527,Korla,CN,2021-08-03 15:45:48,41.7597,86.1469,84.11,20,9,7.05
528,Verkhnyaya Inta,RU,2021-08-03 15:45:49,65.9811,60.3094,66.04,73,82,4.43
529,Aden,YE,2021-08-03 15:41:44,12.7794,45.0367,84.16,75,38,8.43
530,Zmiyiv,UA,2021-08-03 15:45:49,49.6966,36.3611,79.52,39,67,13.2
531,Deputatskiy,RU,2021-08-03 15:45:49,69.3,139.9,36.7,73,55,4.65
532,Alenquer,BR,2021-08-03 15:45:50,-1.9417,-54.7383,84.54,45,80,3.2
533,Kattivakkam,IN,2021-08-03 15:45:50,13.2167,80.3167,87.89,66,100,15.12
534,Taungdwingyi,MM,2021-08-03 15:45:50,20.0167,95.55,74.53,94,100,9.33
535,Saint-Louis,SN,2021-08-03 15:45:51,16.3333,-15.0,91.04,50,100,11.5
536,Bhadasar,IN,2021-08-03 15:45:51,28.2833,74.3167,92.44,53,86,8.12
537,Henties Bay,NA,2021-08-03 15:45:51,-22.116,14.2845,61.86,88,17,5.5
538,Micheldorf,AT,2021-08-03 15:45:52,46.9222,14.4405,70.7,85,72,2.35
539,Vila Velha,BR,2021-08-03 15:45:52,-20.3297,-40.2925,75.15,60,20,11.5
540,Zhangye,CN,2021-08-03 15:45:52,38.9342,100.4517,75.2,15,95,3.33
541,Pisco,PE,2021-08-03 15:45:53,-13.7,-76.2167,65.01,77,90,6.91
542,Pinheiro Machado,BR,2021-08-03 15:45:53,-31.5783,-53.3811,54.77,80,23,3.22
543,Santa Cruz Cabralia,BR,2021-08-03 15:45:53,-16.2781,-39.0247,75.43,69,75,6.91
544,Metkovic,HR,2021-08-03 15:45:54,43.0542,17.6483,90.07,37,80,5.03
545,Pitimbu,BR,2021-08-03 15:40:58,-7.4706,-34.8086,79.39,73,63,16.06
546,Kampene,CD,2021-08-03 15:45:54,-3.6,26.6667,84.15,35,49,0.74
547,Lodwar,KE,2021-08-03 15:45:55,3.1191,35.5973,90.14,30,17,9.06
548,Lewistown,US,2021-08-03 15:42:23,40.5992,-77.5714,76.84,63,1,0.0
549,Nemuro,JP,2021-08-03 15:43:09,43.3236,145.575,65.1,98,100,10.87
550,Talant,FR,2021-08-03 15:45:55,47.3369,5.0089,60.42,94,100,5.75
