City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
329,Fontem,CM,5.4685,9.8818,64.09,98,97,1.01,overcast clouds
330,Butaritari,KI,3.0707,172.7902,83.34,64,11,12.66,few clouds
331,Ndende,GA,-2.4008,11.3581,72.37,87,63,2.84,broken clouds
332,Honiara,SB,-9.4333,159.95,85.03,58,15,3.89,few clouds
333,Verkhoyansk,RU,67.5447,133.385,55.94,47,12,4.7,few clouds
334,Forio,IT,40.7342,13.8646,74.43,81,83,3.0,broken clouds
335,Saint-Pierre,RE,-21.3393,55.4781,65.84,67,40,6.91,scattered clouds
336,Namibe,AO,-15.1961,12.1522,66.31,81,0,2.48,clear sky
337,Sistranda,NO,63.7256,8.834,59.9,78,65,3.58,broken clouds
338,Ishigaki,JP,24.3448,124.1572,87.93,84,75,20.71,broken clouds
339,Tarata,BO,-17.6167,-66.0167,59.68,59,0,3.85,clear sky
340,Buin,CL,-33.7333,-70.75,58.05,69,100,2.64,overcast clouds
341,General Roca,AR,-39.0333,-67.5833,48.6,32,87,8.7,overcast clouds
342,Tacuarembo,UY,-31.7333,-55.9833,56.21,90,93,5.3,overcast clouds
343,Leona Vicario,MX,20.9667,-87.1917,85.98,77,84,4.88,broken clouds
344,Lagoa,PT,39.05,-27.9833,72.7,93,8,20.04,clear sky
345,Taunggyi,MM,20.7833,97.0333,64.13,97,100,3.67,overcast clouds
